,Unnamed: 0,db_id,original_sql,template
0,0,job,SELECT * FROM cast_info ci WHERE ci.person_id=172968;,0
3639,3639,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<7337;,5
3640,3640,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1196;,5
3641,3641,job,SELECT * FROM movie_companies mc WHERE mc.company_id<84168 AND mc.company_type_id<2;,6
3642,3642,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<14263 AND mc.company_type_id>1;",4
3643,3643,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1987 AND mi.info_type_id>16;",1
3644,3644,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2013 AND ci.person_id<2713831 AND mi.info_type_id>6;",3
3645,3645,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2000 AND mi_idx.info_type_id=100 AND mk.keyword_id>20152;",9
3646,3646,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND mc.company_id=419 AND mc.company_type_id>1;",4
3647,3647,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=2850;",7
3648,3648,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=3;",9
3649,3649,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2000 AND mk.keyword_id=11931;",7
3650,3650,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>1991 AND mi_idx.info_type_id=99 AND mk.keyword_id<4678;",9
3651,3651,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>65671;",7
3652,3652,job,SELECT * FROM cast_info ci WHERE ci.person_id=1895049 AND ci.role_id<4;,0
3653,3653,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1942 AND mk.keyword_id>39301;",9
3654,3654,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2005 AND ci.person_id<2414505 AND ci.role_id=1 AND mk.keyword_id<94462;",3
3655,3655,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<1987 AND mc.company_id<27;",4
3656,3656,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND mc.company_id>73 AND mk.keyword_id<4196;",4
3657,3657,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1552546 AND ci.role_id>1;",2
3658,3658,job,SELECT * FROM cast_info ci WHERE ci.person_id<3582400 AND ci.role_id>1;,0
3659,3659,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=2009 AND mi.info_type_id=9;",3
3660,3660,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<1999 AND ci.person_id<2336398 AND ci.role_id>3;",3
3661,3661,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<2 AND t.production_year>1975 AND ci.person_id<3182084 AND mi.info_type_id>16;",3
3662,3662,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=1992 AND mk.keyword_id=12888;",7
3663,3663,job,SELECT * FROM movie_companies mc WHERE mc.company_id>99229 AND mc.company_type_id>1;,6
3664,3664,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<3016109;",2
3665,3665,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<10414;,5
3666,3666,job,SELECT * FROM movie_companies mc WHERE mc.company_id=21580 AND mc.company_type_id>1;,6
3667,3667,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>1712;",3
3668,3668,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<1004974;",3
3669,3669,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<1775;,5
3670,3670,job,SELECT * FROM cast_info ci WHERE ci.person_id=1670499 AND ci.role_id=8;,0
3671,3671,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5579;,5
3672,3672,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<52 AND mi.info_type_id=16;",4
3673,3673,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>3976923;",2
3674,3674,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<1989 AND ci.role_id=1 AND mi_idx.info_type_id=101;",3
3675,3675,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=11180;",4
3676,3676,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=2518333;",3
3677,3677,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>110481;,5
3678,3678,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id>3961072 AND ci.role_id>1;",4
3679,3679,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<4625 AND mc.company_type_id=2;",4
3680,3680,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>2005 AND ci.person_id=1801897;",2
3681,3681,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>85087;",4
3682,3682,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2004 AND mk.keyword_id>50942;",4
3683,3683,job,SELECT * FROM cast_info ci WHERE ci.person_id<2720610 AND ci.role_id>2;,0
3684,3684,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year<1976;",9
3685,3685,job,SELECT * FROM title t WHERE t.kind_id=1 AND t.production_year<1988;,10
3686,3686,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=101 AND mk.keyword_id=6039;",9
3687,3687,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>90974;,5
3688,3688,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=4 AND t.production_year>1966 AND mi.info_type_id=8;",1
3689,3689,job,SELECT * FROM cast_info ci WHERE ci.person_id<572129;,0
3690,3690,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<51672;,5
3691,3691,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2001 AND mk.keyword_id>9464;",7
3692,3692,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1649323 AND ci.role_id>1;",2
3693,3693,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<2011 AND mi.info_type_id=2;",3
3694,3694,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id=32627;",9
3695,3695,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<104322;,5
3696,3696,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>2449752 AND ci.role_id>1;",2
3697,3697,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>0 AND ci.person_id=1981756;",2
3698,3698,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>210626;",4
3699,3699,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1965;",9
3700,3700,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year=1987;",1
3701,3701,job,SELECT * FROM movie_companies mc WHERE mc.company_id<12904 AND mc.company_type_id>1;,6
3702,3702,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>1955 AND ci.role_id<5;",2
3703,3703,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>28817;",9
3704,3704,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=1994 AND mc.company_id>44018;",4
3705,3705,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND mk.keyword_id=658;",9
3706,3706,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2013 AND mc.company_id<115184 AND mc.company_type_id>1;",4
3707,3707,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<631;,5
3708,3708,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>2562;",4
3709,3709,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>2009 AND mi.info_type_id<105;",1
3710,3710,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=2004 AND ci.person_id<778452 AND ci.role_id=1;",3
3711,3711,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<22693;,5
3712,3712,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<698822 AND mi.info_type_id>16;",3
3713,3713,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1937;",9
3714,3714,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND ci.person_id<154911;",3
3715,3715,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=2 AND t.production_year=1996 AND mk.keyword_id<2488;",7
3716,3716,job,SELECT * FROM cast_info ci WHERE ci.person_id>2265757 AND ci.role_id<3;,0
3717,3717,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<13015 AND mc.company_type_id>1;",4
3718,3718,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=1956;",8
3719,3719,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2009 AND mi.info_type_id<8;",3
3720,3720,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2010 AND mi.info_type_id=16 AND mk.keyword_id=3510;",8
3721,3721,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mi.info_type_id=16;",8
3722,3722,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND t.production_year<1912 AND ci.person_id<2030726;",3
3723,3723,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>19 AND mc.company_type_id>1 AND mi.info_type_id=8;",4
3724,3724,job,SELECT * FROM cast_info ci WHERE ci.person_id>1650825 AND ci.role_id>10;,0
3725,3725,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>2013 AND mi.info_type_id<15;",1
3726,3726,job,SELECT * FROM cast_info ci WHERE ci.person_id=310061 AND ci.role_id>1;,0
3727,3727,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND mi.info_type_id=15;",4
3728,3728,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<7563 AND mc.company_type_id=2;",4
3729,3729,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<14009;",7
3730,3730,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2004 AND mi_idx.info_type_id>100;",8
3731,3731,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<2403;,5
3732,3732,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>1399893 AND ci.role_id>6 AND mi.info_type_id>8;",3
3733,3733,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<31342;",9
3734,3734,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1325640 AND ci.role_id<7;",2
3735,3735,job,SELECT * FROM movie_companies mc WHERE mc.company_id<11717 AND mc.company_type_id=2;,6
3736,3736,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year=2002 AND mc.company_id>76217;",4
3737,3737,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1974 AND mi.info_type_id<16 AND mk.keyword_id>992;",8
3738,3738,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND mc.company_id>42954 AND mc.company_type_id=1;",4
3739,3739,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id=3194645;",4
3740,3740,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=1040;",7
3741,3741,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2005 AND ci.person_id>319532 AND ci.role_id=3;",2
3742,3742,job,SELECT * FROM cast_info ci WHERE ci.person_id<371686 AND ci.role_id=10;,0
3743,3743,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=54050;,5
3744,3744,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>6 AND t.production_year=2011;",4
3745,3745,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<2002 AND mi.info_type_id>2;",8
3746,3746,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<4 AND t.production_year<1989 AND mc.company_id<252;",4
3747,3747,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id>1 AND mk.keyword_id=4177;",3
3748,3748,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2005 AND ci.role_id>10;",2
3749,3749,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id=2752;",7
3750,3750,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2007 AND mi_idx.info_type_id=100;",9
3751,3751,job,SELECT * FROM movie_companies mc WHERE mc.company_id<69415 AND mc.company_type_id=2;,6
3752,3752,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_type_id=2 AND ci.person_id>1519035 AND ci.role_id>3;",4
3753,3753,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2003 AND mc.company_id<118924 AND mk.keyword_id<3401;",4
3754,3754,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND mi_idx.info_type_id=101;",9
3755,3755,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=1996 AND ci.person_id>1296693;",4
3756,3756,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<1285;,5
3757,3757,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id=990354 AND ci.role_id>3;",4
3758,3758,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id<4515;",4
3759,3759,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=58726;,5
3760,3760,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>1964 AND mi_idx.info_type_id=99 AND mk.keyword_id=1046;",9
3761,3761,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id<5;",4
3762,3762,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>1995 AND ci.person_id>50842 AND ci.role_id>1;",3
3763,3763,job,SELECT * FROM movie_companies mc WHERE mc.company_id>38680 AND mc.company_type_id<2;,6
3764,3764,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1939 AND mi_idx.info_type_id<100;",3
3765,3765,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<78819 AND mc.company_type_id=1;",4
3766,3766,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND ci.person_id<2270381 AND ci.role_id>10 AND mi_idx.info_type_id<100;",3
3767,3767,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1981 AND ci.person_id<1663961;",3
3768,3768,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=1980 AND mc.company_id<81952 AND mc.company_type_id=2 AND mi_idx.info_type_id<100;",4
3769,3769,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id>4 AND mc.company_id>1405;",4
3770,3770,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>7105;",4
3771,3771,job,SELECT * FROM cast_info ci WHERE ci.person_id<1308661 AND ci.role_id>6;,0
3772,3772,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<385;",7
3773,3773,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND t.production_year=1969 AND mc.company_type_id=2;",4
3774,3774,job,SELECT * FROM movie_companies mc WHERE mc.company_id<137364;,6
3775,3775,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=102998;,5
3776,3776,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.person_id<1400402 AND ci.role_id=2;",4
3777,3777,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=2009 AND mi_idx.info_type_id>99 AND mk.keyword_id=5767;",9
3778,3778,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<2012 AND mi.info_type_id=15 AND mk.keyword_id<1657;",8
3779,3779,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2008 AND ci.person_id<929257 AND ci.role_id>2;",2
3780,3780,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=2021;",8
3781,3781,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=2004 AND mc.company_id<229543 AND mc.company_type_id<2;",4
3782,3782,job,SELECT * FROM movie_companies mc WHERE mc.company_id=14918;,6
3783,3783,job,SELECT * FROM cast_info ci WHERE ci.person_id<1417394 AND ci.role_id=1;,0
3784,3784,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2005 AND mc.company_id=29121 AND mc.company_type_id=2;",4
3785,3785,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<1997 AND ci.person_id=984234;",4
3786,3786,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2010 AND mc.company_id>13129;",4
3787,3787,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<959;",7
3788,3788,job,SELECT * FROM movie_companies mc WHERE mc.company_id=657 AND mc.company_type_id>1;,6
3789,3789,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<2003 AND ci.role_id=3;",2
3790,3790,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<30488;,5
3791,3791,job,SELECT * FROM movie_companies mc WHERE mc.company_id<12065 AND mc.company_type_id=1;,6
3792,3792,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2002 AND mi.info_type_id>3 AND mi_idx.info_type_id=101;",8
3793,3793,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>2002 AND mi.info_type_id=8 AND mk.keyword_id<5234;",8
3794,3794,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=8180;,5
3795,3795,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=14008;",4
3796,3796,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2013 AND ci.person_id>1423144 AND ci.role_id=2;",3
3797,3797,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year=2005 AND mi.info_type_id=16;",4
3798,3798,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id=11252;",7
3799,3799,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>317;",7
3800,3800,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=29065;,5
3801,3801,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>1915 AND ci.person_id<502217 AND ci.role_id<3;",3
3802,3802,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>12309;,5
3803,3803,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=15755;",3
3804,3804,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1980 AND ci.role_id<10 AND mk.keyword_id>236;",3
3805,3805,job,SELECT * FROM movie_companies mc WHERE mc.company_id>2415 AND mc.company_type_id>1;,6
3806,3806,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2010 AND mk.keyword_id=4777;",7
3807,3807,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=85193;,5
3808,3808,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1903 AND mi.info_type_id<8;",1
3809,3809,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=15105;",7
3810,3810,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year>1958 AND mk.keyword_id<213;",8
3811,3811,job,SELECT * FROM cast_info ci WHERE ci.person_id>2732626;,0
3812,3812,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>4 AND t.production_year=2010;",4
3813,3813,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2013 AND mk.keyword_id=309;",4
3814,3814,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<1958 AND mc.company_type_id=1 AND mk.keyword_id<2197;",4
3815,3815,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1919 AND mc.company_id<5259 AND mc.company_type_id=1;",4
3816,3816,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000 AND mk.keyword_id>10018;",7
3817,3817,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>41271;,5
